client_product,iwd_product,article_number,combined_score
Hofburger Emmentaler am Stück,HOFBURGER Emmentaler gerieben 250 g,204028,0.6869999766349792
Hofburger Emmentaler am Stück,"Hofburger Käse scheiben verschiedene Sorten, 150g",549155,0.5960000157356262
Hofburger Emmentaler am Stück,"Hofburger Kasländer verschiedene Sorten, 175g",541046,0.5809999704360962
Hofburger Emmentaler am Stück,"Hofburger Gouda gerieben, 250 g",474280,0.5799999833106995
Hofburger Käseaufschnitt in Scheiben,WAGNER Flammkuchen Käse Lauch,191542,0.609000027179718
Hofburger Käseaufschnitt in Scheiben,STORK Knoppers Riegel Sortiment,0,0.5799999833106995
Hofburger Käseaufschnitt in Scheiben,"Spitzweck Weizenbrötchen, Stück",263393,0.5740000009536743
Hofburger Käseaufschnitt in Scheiben,"PICKERD Tortencreme hell, Erdbeere",666053,0.5580000281333923
Hofburger Käseaufschnitt in Scheiben,Cornetto Max Mango & Vanilla,663576,0.5559999942779541
Cucina Nobile Mozzarella Leicht/ Classico sort.,"CUCINA NOBILE Mozzarella Classic / Leicht, 125 g",202689,0.7789999842643738
Cucina Nobile Mozzarella Leicht/ Classico sort.,"Cucina Prosciutto Crudo, Prosciutto Hauchfein, PK",490856,0.6489999890327454
Cucina Nobile Mozzarella Leicht/ Classico sort.,"CUCINA Prosciutto cotto, gekochter Hinterschinken, nach ital. Art, 200 g, PK",205855,0.6340000033378601
Cucina Nobile Mozzarella Leicht/ Classico sort.,GOURMET FINEST CUISINE Tiefsee-Scallops Fleisch der Kammmuschel,534877,0.6209999918937683
Cucina Nobile Mozzarella Leicht/ Classico sort.,GOURMET FINEST CUISINE Rehmedaillons / Wildschweinmedaillons 300g,605344,0.5979999899864197
Cucina Mozzarella Minis sort.,"Cucina Gnocchi-Vielfalt, verschiedene Sorten",560239,0.703000009059906
Cucina Mozzarella Minis sort.,"Cucina Prosciutto Crudo, Prosciutto Hauchfein, PK",490856,0.6309999823570251
Cucina Mozzarella Minis sort.,GOURMET FINEST CUISINE Gegrillte Thunfischfilets in Olivenöl,533066,0.593999981880188
Cucina Mozzarella Minis sort.,GOURMET FINEST CUISINE Tiefsee-Scallops Fleisch der Kammmuschel,534877,0.5590000152587891
Cucina Mozzarella Minis sort.,"GOURMET FINEST CUISINE Gourmet Edle Trüffel Marc de Champagne, Eierlikör Schoko",341353,0.531000018119812
Cucina Nobile Stracciatella Di Burrata,"Cucina Gnocchi-Vielfalt, verschiedene Sorten",560239,0.6710000038146973
Cucina Nobile Stracciatella Di Burrata,"Cucina Prosciutto Crudo, Prosciutto Hauchfein, PK",490856,0.621999979019165
Cucina Nobile Stracciatella Di Burrata,GOURMET FINEST CUISINE Gegrillte Thunfischfilets in Olivenöl,533066,0.593999981880188
Cucina Nobile Stracciatella Di Burrata,GOURMET FINEST CUISINE Tiefsee-Scallops Fleisch der Kammmuschel,534877,0.5899999737739563
Cucina Nobile Stracciatella Di Burrata,GOURMET FINEST CUISINE Rehmedaillons / Wildschweinmedaillons 300g,605344,0.5799999833106995
Gut Drei Eichen Dauerwurst sort.,"GUT DREI EICHEN Bratwurst 1000 g, PK",487879,0.7689999938011169
Gut Drei Eichen Dauerwurst sort.,FAIR&GUT Hackfleisch vom Rind,550925,0.6439999938011169
Gut Drei Eichen Dauerwurst sort.,FAIR&GUT Hackfleisch XXL vom Rind,550926,0.6420000195503235
Gut Drei Eichen Dauerwurst sort.,FARMER Erdnüsse im Teigmantel Paprika,317272,0.6069999933242798
Gut Drei Eichen Dauerwurst sort.,"Süßkartoffeln, je kg, Ursprung: USA, KGM",230754,0.5950000286102295
Gut Drei Eichen Frischwurst-Sortiment sort.,"GUT DREI EICHEN Frischwurst-Sortiment, verschiedene Sorten, 200 g, PK",202989,0.8619999885559082
Gut Drei Eichen Frischwurst-Sortiment sort.,"GUT DREI EICHEN Wurstsortiment, verschiedene Sorten, 350 g, PK.",203414,0.7670000195503235
Gut Drei Eichen Frischwurst-Sortiment sort.,"GUT DREI EICHEN Schinkenfleischwurst 650 g, PK",202803,0.746999979019165
Gut Drei Eichen Frischwurst-Sortiment sort.,"GUT DREI EICHEN Streich-Minis Sahneleberwurst, Teewurst, 130 g, PK",202673,0.6899999976158142
Gut Drei Eichen Frischwurst-Sortiment sort.,Schmälzle Stuttgarter Schinkenwurst 100g,205562,0.5590000152587891
Gut Drei Eichen Schinken-Lyoner sort.,"Gut drei Eichen Mini Teller, verschiedene Sorten, PK",203990,0.7570000290870667
Gut Drei Eichen Schinken-Lyoner sort.,"Spitzweck Weizenbrötchen, Stück",263393,0.6880000233650208
Gut Drei Eichen Schinken-Lyoner sort.,Dinkelbürli,270407,0.6629999876022339
Gut Drei Eichen Schinken-Lyoner sort.,"PICKERD Tortencreme hell, Erdbeere",666053,0.6179999709129333
Gut Drei Eichen Schinken-Lyoner sort.,Obstknoten- beutel,212268,0.5550000071525574
Güldenhof Geflügel-Frischwurst-Aufschnitt sort.,"GÜLDENHOF Geflügel-Frischwurst-Aufschnitt, verschiedene Sorten, 200 g, PK",202914,0.8349999785423279
Güldenhof Geflügel-Frischwurst-Aufschnitt sort.,"GUT DREI EICHEN Dauerwurst- Aufschnitt Salami/ Cervelatwurst, 200 g, PK",202812,0.6959999799728394
Güldenhof Geflügel-Frischwurst-Aufschnitt sort.,"Süßkartoffeln, je kg, Ursprung: USA, KGM",230754,0.6019999980926514
Güldenhof Geflügel-Frischwurst-Aufschnitt sort.,FARMER Erdnüsse im Teigmantel Paprika,317272,0.5830000042915344
Güldenhof Geflügel-Frischwurst-Aufschnitt sort.,WAGNER Flammkuchen Käse Lauch,191542,0.5799999833106995
Gut Drei Eichen Bayerischer Leberkäse-Aufschnitt sort.,"GUT DREI EICHEN Bayerischer Leberkäse- Aufschnitt 180 g, PK",204179,0.8610000014305115
Gut Drei Eichen Bayerischer Leberkäse-Aufschnitt sort.,"GUT DREI EICHEN Bayerischer Leberkäse, verschiedene Sorten, PK",202738,0.8029999732971191
Gut Drei Eichen Bayerischer Leberkäse-Aufschnitt sort.,WAGNER Flammkuchen Käse Lauch,191542,0.6470000147819519
Gut Drei Eichen Bayerischer Leberkäse-Aufschnitt sort.,"Spitzweck Weizenbrötchen, Stück",263393,0.6039999723434448
Gut Drei Eichen Bayerischer Leberkäse-Aufschnitt sort.,FARMER Erdnüsse im Teigmantel Paprika,317272,0.5870000123977661
Cucina Nobile Prosciutto Cotto,"Cucina Prosciutto Crudo, Prosciutto Hauchfein, PK",490856,0.7369999885559082
Cucina Nobile Prosciutto Cotto,"Cucina Gnocchi-Vielfalt, verschiedene Sorten",560239,0.6940000057220459
Cucina Nobile Prosciutto Cotto,GOURMET FINEST CUISINE Rehmedaillons / Wildschweinmedaillons 300g,605344,0.5830000042915344
Cucina Nobile Prosciutto Cotto,GOURMET FINEST CUISINE Tiefsee-Scallops Fleisch der Kammmuschel,534877,0.5820000171661377
Cucina Nobile Prosciutto Cotto,GOURMET FINEST CUISINE Gegrillte Thunfischfilets in Olivenöl,533066,0.5649999976158142
Gut Drei Eichen Koch-Hinterschinken,FAIR&GUT Hackfleisch vom Rind,550925,0.6690000295639038
Gut Drei Eichen Koch-Hinterschinken,FAIR&GUT Hackfleisch XXL vom Rind,550926,0.656000018119812
Gut Drei Eichen Koch-Hinterschinken,"Süßkartoffeln, je kg, Ursprung: USA, KGM",230754,0.5830000042915344
Gut Drei Eichen Koch-Hinterschinken,"Spitzkohl lose, Klasse: I, je kg, Ursprung: Portugal, KGM",230751,0.5709999799728394
Gut Drei Eichen Koch-Hinterschinken,"KLEINE SCHÄTZE Speisekartoffeln Ursprung: E, kg, Ursprung: Drillinge, festkochend",228577,0.5630000233650208
Gut Drei Eichen Schinken-Fleischwurst vom Schwein,"GUT DREI EICHEN Schinkenfleischwurst 650 g, PK",202803,0.8420000076293945
Gut Drei Eichen Schinken-Fleischwurst vom Schwein,"GUT DREI EICHEN Bratwurst 1000 g, PK",487879,0.6909999847412109
Gut Drei Eichen Schinken-Fleischwurst vom Schwein,"MEINE METZGEREI Hackfleisch gemischt aus Rind- und Schweinefleisch, 500 g",212308,0.6700000166893005
Gut Drei Eichen Schinken-Fleischwurst vom Schwein,"MEINE METZGEREI Hackfleisch, gemischt aus Rind- und, Schweinefleisch, 800g",211027,0.6669999957084656
Gut Drei Eichen Schinken-Fleischwurst vom Schwein,FAIR&GUT Hackfleisch XXL vom Rind,550926,0.6669999957084656
Güldenhof Geflügel-Fleischwurst,"GÜLDENHOF Geflügel-Fleischwurst 2 x 250 g, PK",202972,0.8550000190734863
Güldenhof Geflügel-Fleischwurst,"GUT DREI EICHEN Schinkenfleischwurst 650 g, PK",202803,0.75
Güldenhof Geflügel-Fleischwurst,"GUT DREI EICHEN Streich-Minis Sahneleberwurst, Teewurst, 130 g, PK",202673,0.6290000081062317
Güldenhof Geflügel-Fleischwurst,"MEINE METZGEREI Hackfleisch gemischt aus Rind- und Schweinefleisch, 500 g",212308,0.621999979019165
Güldenhof Geflügel-Fleischwurst,"MEINE METZGEREI Hackfleisch, gemischt aus Rind- und, Schweinefleisch, 800g",211027,0.6150000095367432
BBQ Bratwurstschnecke,"GUT DREI EICHEN Bratwurst 1000 g, PK",487879,0.6470000147819519
BBQ Bratwurstschnecke,"Fladenbrot Weizenkleingebäck, Stück ",659866,0.5929999947547913
BBQ Bratwurstschnecke,"GUT DREI EICHEN Bockwurst/Krakauer, 800 g, PK",595792,0.5770000219345093
BBQ Bratwurstschnecke,FAIR&GUT Hackfleisch XXL vom Rind,550926,0.5759999752044678
BBQ Bratwurstschnecke,"Spitzweck Weizenbrötchen, Stück",263393,0.5619999766349792
BBQ Berner Würstchen sort. 250-/300g,"BBQ Bratwurstschnecke 300 g, PK",203094,0.7390000224113464
BBQ Berner Würstchen sort. 250-/300g,"BBQ Dip-Gewürze verschiedene Sorten, 69g, 60g, 50g",556334,0.6790000200271606
BBQ Berner Würstchen sort. 250-/300g,"BBQ Grill- und Pfannenkäse verschiedene Sorten, 150g",655809,0.6349999904632568
BBQ Berner Würstchen sort. 250-/300g,Händlmaier Hausmachersenf süß 335ml,193958,0.6190000176429749
BBQ Berner Würstchen sort. 250-/300g,LEGUSTO Trockensauce Braten erg.b.l.3 x 250ml,833532,0.5770000219345093
BBQ Emmentaler Käse Bockwurst,"GUT DREI EICHEN Streich-Minis Sahneleberwurst, Teewurst, 130 g, PK",202673,0.6349999904632568
BBQ Emmentaler Käse Bockwurst,"GUT DREI EICHEN Bratwurst 1000 g, PK",487879,0.6240000128746033
BBQ Emmentaler Käse Bockwurst,"GUT DREI EICHEN Schinkenfleischwurst 650 g, PK",202803,0.6190000176429749
BBQ Emmentaler Käse Bockwurst,Schmälzle Stuttgarter Schinkenwurst 100g,205562,0.5960000157356262
BBQ Emmentaler Käse Bockwurst,FAIR&GUT Hackfleisch vom Rind,550925,0.5490000247955322
BBQ Thüringer Rostbratwurst,"GUT DREI EICHEN Bratwurst 1000 g, PK",487879,0.6949999928474426
BBQ Thüringer Rostbratwurst,Schmälzle Stuttgarter Schinkenwurst 100g,205562,0.6320000290870667
BBQ Thüringer Rostbratwurst,"GUT DREI EICHEN Streich-Minis Sahneleberwurst, Teewurst, 130 g, PK",202673,0.628000020980835
BBQ Thüringer Rostbratwurst,"Gut drei Eichen Oberländer-Wollwurst 400 g, PK",203417,0.6140000224113464
BBQ Thüringer Rostbratwurst,"GUT DREI EICHEN Bockwurst/Krakauer, 800 g, PK",595792,0.574999988079071
Gut Drei Eichen Bratwurst,"GUT DREI EICHEN Bratwurst 1000 g, PK",487879,0.871999979019165
Gut Drei Eichen Bratwurst,"GUT DREI EICHEN Rote Wurst 500 g, PK",638437,0.7960000038146973
Gut Drei Eichen Bratwurst,"GUT DREI EICHEN Streich-Minis Sahneleberwurst, Teewurst, 130 g, PK",202673,0.7110000252723694
Gut Drei Eichen Bratwurst,Schmälzle Stuttgarter Schinkenwurst 100g,205562,0.6600000262260437
Gut Drei Eichen Bratwurst,"MY VAY VEG. Würstchen Sortiment Vegane Bratwurst oder Veggie Wiener Art, 200 g",651431,0.6159999966621399
Cucina Nobile Salsiccia sort.,"Cucina Gnocchi-Vielfalt, verschiedene Sorten",560239,0.7440000176429749
Cucina Nobile Salsiccia sort.,"Cucina Prosciutto Crudo, Prosciutto Hauchfein, PK",490856,0.625
Cucina Nobile Salsiccia sort.,GOURMET FINEST CUISINE Gegrillte Thunfischfilets in Olivenöl,533066,0.6050000190734863
Cucina Nobile Salsiccia sort.,GOURMET FINEST CUISINE Tiefsee-Scallops Fleisch der Kammmuschel,534877,0.5879999995231628
Cucina Nobile Salsiccia sort.,GOURMET FINEST CUISINE Rehmedaillons / Wildschweinmedaillons 300g,605344,0.5569999814033508
Gut Drei Eichen Rote Wurst,"GUT DREI EICHEN Rote Wurst 500 g, PK",638437,0.8479999899864197
Gut Drei Eichen Rote Wurst,"GUT DREI EICHEN Bratwurst 1000 g, PK",487879,0.8360000252723694
Gut Drei Eichen Rote Wurst,"GUT DREI EICHEN Streich-Minis Sahneleberwurst, Teewurst, 130 g, PK",202673,0.7490000128746033
Gut Drei Eichen Rote Wurst,"GUT DREI EICHEN Fränkische Rostbratwurst 350 g, PK",487160,0.7480000257492065
Gut Drei Eichen Rote Wurst,Schmälzle Stuttgarter Schinkenwurst 100g,205562,0.6759999990463257
Gut Drei Eichen Debreciner / Käse-Krainer sort.,"Gut drei Eichen Mini Teller, verschiedene Sorten, PK",203990,0.7170000076293945
Gut Drei Eichen Debreciner / Käse-Krainer sort.,"GUTFRIED Junior verschiedene Sorten, PK",204078,0.6539999842643738
Gut Drei Eichen Debreciner / Käse-Krainer sort.,CHOCEUR Gelee-Früchte verschiedene Sorten,604959,0.6050000190734863
Gut Drei Eichen Debreciner / Käse-Krainer sort.,Schmälzie Schwäb. Landschinken,489832,0.5630000233650208
Gut Drei Eichen Debreciner / Käse-Krainer sort.,Cornetto Max Mango & Vanilla,663576,0.5450000166893005
Gut Drei Eichen Lyoner geschnitten,"GUT DREI EICHEN Bayerischer Leberkäse- Aufschnitt 180 g, PK",204179,0.6620000004768372
Gut Drei Eichen Lyoner geschnitten,"MEINE METZGERIE Aufschnitt verschiedene Sorten, PK",486859,0.5680000185966492
Gut Drei Eichen Lyoner geschnitten,WAGNER Flammkuchen Käse Lauch,191542,0.5389999747276306
Gut Drei Eichen Lyoner geschnitten,"Schnittkräuter Dill/Schnittlauch, 25g, Ursprung: s. Etikett",550096,0.4979999959468842
Gut Drei Eichen Lyoner geschnitten,Cornetto Max Mango & Vanilla,663576,0.4900000095367432
Gut Drei Eichen Wiener Würstchen,"Spitzweck Weizenbrötchen, Stück",263393,0.6980000138282776
Gut Drei Eichen Wiener Würstchen,"PICKERD Tortencreme hell, Erdbeere",666053,0.6589999794960022
Gut Drei Eichen Wiener Würstchen,FAIR&GUT Hackfleisch XXL vom Rind,550926,0.6240000128746033
Gut Drei Eichen Wiener Würstchen,"Süßkartoffeln, je kg, Ursprung: USA, KGM",230754,0.5950000286102295
Gut Drei Eichen Wiener Würstchen,Dinkelbürli,270407,0.5709999799728394
Gut Drei Eichen Wiener Würstchen,"Spitzweck Weizenbrötchen, Stück",263393,0.6980000138282776
Gut Drei Eichen Wiener Würstchen,"PICKERD Tortencreme hell, Erdbeere",666053,0.6589999794960022
Gut Drei Eichen Wiener Würstchen,FAIR&GUT Hackfleisch XXL vom Rind,550926,0.6240000128746033
Gut Drei Eichen Wiener Würstchen,"Süßkartoffeln, je kg, Ursprung: USA, KGM",230754,0.5950000286102295
Gut Drei Eichen Wiener Würstchen,Dinkelbürli,270407,0.5709999799728394
Gut Drei Eichen/ Güldenhof Mini Wiener sort.,"Gut drei Eichen Mini Teller, verschiedene Sorten, PK",203990,0.7450000047683716
Gut Drei Eichen/ Güldenhof Mini Wiener sort.,"GUT DREI EICHEN Bayerischer Leberkäse, verschiedene Sorten, PK",202738,0.7129999995231628
Gut Drei Eichen/ Güldenhof Mini Wiener sort.,"GUTFRIED Junior verschiedene Sorten, PK",204078,0.6980000138282776
Gut Drei Eichen/ Güldenhof Mini Wiener sort.,Weltmeister- Chia-Brötchen,187626,0.609000027179718
Gut Drei Eichen/ Güldenhof Mini Wiener sort.,Obstknoten- beutel,212268,0.5659999847412109
Güldenhof Geflügel Wiener Würstchen,WAGNER Flammkuchen Käse Lauch,191542,0.6380000114440918
Güldenhof Geflügel Wiener Würstchen,"PICKERD Tortencreme hell, Erdbeere",666053,0.6349999904632568
Güldenhof Geflügel Wiener Würstchen,"Süßkartoffeln, je kg, Ursprung: USA, KGM",230754,0.621999979019165
Güldenhof Geflügel Wiener Würstchen,"Spitzweck Weizenbrötchen, Stück",263393,0.6200000047683716
Güldenhof Geflügel Wiener Würstchen,FARMER Erdnüsse im Teigmantel Paprika,317272,0.5690000057220459
Güldenhof Bruzzlkracher Geflügelbratwurst sort. 350-/400g,"GÜLDENHOF Geflügel-Frischwurst-Aufschnitt, verschiedene Sorten, 200 g, PK",202914,0.7039999961853027
Güldenhof Bruzzlkracher Geflügelbratwurst sort. 350-/400g,"GUT DREI EICHEN Nürnberger Rostbratwurst verschiedene Sorten, 300 g, 250 g, PK",205862,0.7009999752044678
Güldenhof Bruzzlkracher Geflügelbratwurst sort. 350-/400g,"Gut drei Eichen Oberländer-Wollwurst 400 g, PK",203417,0.6980000138282776
Güldenhof Bruzzlkracher Geflügelbratwurst sort. 350-/400g,"GUT DREI EICHEN Dauerwurst- Aufschnitt Salami/ Cervelatwurst, 200 g, PK",202812,0.6489999890327454
Güldenhof Bruzzlkracher Geflügelbratwurst sort. 350-/400g,"GUT DREI EICHEN Leberwurst im Becher verschiedene Sorten, 175 g, PK",204525,0.6380000114440918
Gut Drei Eichen Nürnberger Rostbratwurst sort.,"GUT DREI EICHEN Bratwurst 1000 g, PK",487879,0.7870000004768372
Gut Drei Eichen Nürnberger Rostbratwurst sort.,"GUT DREI EICHEN Streich-Minis Sahneleberwurst, Teewurst, 130 g, PK",202673,0.722000002861023
Gut Drei Eichen Nürnberger Rostbratwurst sort.,"MY VAY VEG. Würstchen Sortiment Vegane Bratwurst oder Veggie Wiener Art, 200 g",651431,0.6620000004768372
Gut Drei Eichen Nürnberger Rostbratwurst sort.,FAIR&GUT Hackfleisch XXL vom Rind,550926,0.5860000252723694
Gut Drei Eichen Nürnberger Rostbratwurst sort.,FAIR&GUT Hackfleisch vom Rind,550925,0.5860000252723694
Nur Nur Natur Bio Nürnberger Rostbratwürste Naturland,HUR NUR NATUR Bio-Spaghetti Dinkel,486241,0.6669999957084656
Nur Nur Natur Bio Nürnberger Rostbratwürste Naturland,Nur Nur Natur Bio-Heujuwel 200 g,487852,0.6489999890327454
Nur Nur Natur Bio Nürnberger Rostbratwürste Naturland,Milka Pralinen verschiedene Sorten,194481,0.6029999852180481
Nur Nur Natur Bio Nürnberger Rostbratwürste Naturland,"MY VAY Vegane Vielfalt, verschiedene Sorten",549562,0.5789999961853027
Nur Nur Natur Bio Nürnberger Rostbratwürste Naturland,"NATUR LIEBLINGE Speisezwiebeln gelb, Klasse: II, 1,5kg, Ursprung: Neuseeland",537014,0.5329999923706055
Gut Drei Eichen Bratwurst,"GUT DREI EICHEN Bratwurst 1000 g, PK",487879,0.871999979019165
Gut Drei Eichen Bratwurst,"GUT DREI EICHEN Rote Wurst 500 g, PK",638437,0.7960000038146973
Gut Drei Eichen Bratwurst,"GUT DREI EICHEN Streich-Minis Sahneleberwurst, Teewurst, 130 g, PK",202673,0.7110000252723694
Gut Drei Eichen Bratwurst,Schmälzle Stuttgarter Schinkenwurst 100g,205562,0.6600000262260437
Gut Drei Eichen Bratwurst,"MY VAY VEG. Würstchen Sortiment Vegane Bratwurst oder Veggie Wiener Art, 200 g",651431,0.6159999966621399
Jack´s Farm Lammsteaks mariniert,"Jack's Farm Lammsteaks gesalzen / mariniert, 400 g",191688,0.8130000233650208
Jack´s Farm Lammsteaks mariniert,"JACK'S FARM Brathähnchen aus Deutschland, 1200 g",191391,0.5329999923706055
Jack´s Farm Lammsteaks mariniert,Schmälzie Schwäb. Landschinken,489832,0.4970000088214874
Jack´s Farm Lammsteaks mariniert,"Süßkartoffeln, je kg, Ursprung: USA, KGM",230754,0.4810000061988831
Jack´s Farm Lammsteaks mariniert,"PICKERD Tortencreme hell, Erdbeere",666053,0.4799999892711639
Jack`s Farm Hähnchengeschnetzeltes sort 250-/300g,"JACK'S FARM Hähnchen Geschnetzeltes verschiedene Sorten, 300g, 250g",191493,0.8769999742507935
Jack`s Farm Hähnchengeschnetzeltes sort 250-/300g,JACK'S FARM Hähnchen Mini Schnitzel 500 g,191660,0.8489999771118164
Jack`s Farm Hähnchengeschnetzeltes sort 250-/300g,JACK'S FARM Hähnchen Cordon Bleu 500 g,191489,0.8159999847412109
Jack`s Farm Hähnchengeschnetzeltes sort 250-/300g,JACK'S FARM Hähnchen Knusper Dinos 400 g,484438,0.7829999923706055
Jack`s Farm Hähnchengeschnetzeltes sort 250-/300g,"JACK'S FARM Crunchy Chicken Burger, 400 g",634804,0.7599999904632568
Jack´s Farm Crunchy Chicken Burger,"JACK'S FARM Crunchy Chicken Burger, 400 g",634804,0.902999997138977
Jack´s Farm Crunchy Chicken Burger,JACK'S FARM Hähnchen Cordon Bleu 500 g,191489,0.7350000143051147
Jack´s Farm Crunchy Chicken Burger,"JACK'S FARM Chicken Wings Mild, 750 g",191856,0.7310000061988831
Jack´s Farm Crunchy Chicken Burger,JACK'S FARM Wiener Kalbsschnitzel 360 g,191458,0.7260000109672546
Jack´s Farm Crunchy Chicken Burger,JACK'S FARM Hähnchen Knusper Dinos 400 g,484438,0.718999981880188
Jack´s Farm Crispy Chicken Nuggets,JACK´S FARM Crispy Chicken Nuggets 500 g,191661,0.8970000147819519
Jack´s Farm Crispy Chicken Nuggets,"JACK'S FARM Chicken Nuggets XXL, 1 kg",619806,0.8370000123977661
Jack´s Farm Crispy Chicken Nuggets,"JACK´S FARM Chicken Wings Hot, 750 g",191855,0.7210000157356262
Jack´s Farm Crispy Chicken Nuggets,"JACK'S FARM Chicken Wings Mild, 750 g",191856,0.7160000205039978
Jack´s Farm Crispy Chicken Nuggets,"JACK'S FARM Chicken Nuggets mit Dip verschiedene Sorten, 250 g + 50 g Sauce",191650,0.6650000214576721
Jack´s Farm Chicken Nuggets mit Dip sort.,"JACK'S FARM Chicken Nuggets XXL, 1 kg",619806,0.8199999928474426
Jack´s Farm Chicken Nuggets mit Dip sort.,JACK´S FARM Crispy Chicken Nuggets 500 g,191661,0.7889999747276306
Jack´s Farm Chicken Nuggets mit Dip sort.,"JACK'S FARM Chicken Wings Mild, 750 g",191856,0.7730000019073486
Jack´s Farm Chicken Nuggets mit Dip sort.,"JACK´S FARM Chicken Wings Hot, 750 g",191855,0.7319999933242798
Jack´s Farm Chicken Nuggets mit Dip sort.,JACK'S FARM Wiener Kalbsschnitzel 360 g,191458,0.6430000066757202
Jack's Farm Hähnchen Knusper Dinos,JACK'S FARM Hähnchen Knusper Dinos 400 g,484438,0.8820000290870667
Jack's Farm Hähnchen Knusper Dinos,JACK'S FARM Hähnchen Cordon Bleu 500 g,191489,0.7450000047683716
Jack's Farm Hähnchen Knusper Dinos,"JACK'S FARM Brathähnchen aus Deutschland, 1200 g",191391,0.7400000095367432
Jack's Farm Hähnchen Knusper Dinos,JACK'S FARM Wiener Kalbsschnitzel 360 g,191458,0.656000018119812
Jack's Farm Hähnchen Knusper Dinos,"GUT DREI EICHEN | GÜLDENHOF Schnitzel-Spezialitäten, verschiedene Sorten, PK",649891,0.5609999895095825
Jack`s Farm Hähnchen Mini-Schnitzel,JACK'S FARM Hähnchen Mini Schnitzel 500 g,191660,0.8500000238418579
Jack`s Farm Hähnchen Mini-Schnitzel,"JACK'S FARM Brathähnchen aus Deutschland, 1200 g",191391,0.7590000033378601
Jack`s Farm Hähnchen Mini-Schnitzel,JACK'S FARM Wiener Kalbsschnitzel 360 g,191458,0.7369999885559082
Jack`s Farm Hähnchen Mini-Schnitzel,JACK'S FARM Hähnchen Cordon Bleu 500 g,191489,0.699999988079071
Jack`s Farm Hähnchen Mini-Schnitzel,"Schinken-Käse-Croissant Plunderhörnchen gefüllt, mit Schinken und Käse, Stück",187150,0.6110000014305115
Jack`s Farm Hähnchen Cordon Bleu,JACK'S FARM Hähnchen Cordon Bleu 500 g,191489,0.8939999938011169
Jack`s Farm Hähnchen Cordon Bleu,JACK'S FARM Hähnchen Knusper Dinos 400 g,484438,0.7699999809265137
Jack`s Farm Hähnchen Cordon Bleu,"JACK'S FARM Brathähnchen aus Deutschland, 1200 g",191391,0.75
Jack`s Farm Hähnchen Cordon Bleu,JACK'S FARM Hähnchen Mini Schnitzel 500 g,191660,0.7160000205039978
Jack`s Farm Hähnchen Cordon Bleu,JACK'S FARM Wiener Kalbsschnitzel 360 g,191458,0.6919999718666077
Jack´s Farm Mini Knusper Schnitzel-/Cordon-Bleu,JACK'S FARM Mini Knusp. Schnitzel/ Mini Cordon Bleu 400 g,191580,0.8270000219345093
Jack´s Farm Mini Knusper Schnitzel-/Cordon-Bleu,JACK'S FARM Wiener Kalbsschnitzel 360 g,191458,0.6959999799728394
Jack´s Farm Mini Knusper Schnitzel-/Cordon-Bleu,JACK'S FARM Hähnchen Mini Schnitzel 500 g,191660,0.6899999976158142
Jack´s Farm Mini Knusper Schnitzel-/Cordon-Bleu,"JACK'S FARM Brathähnchen aus Deutschland, 1200 g",191391,0.6639999747276306
Jack´s Farm Mini Knusper Schnitzel-/Cordon-Bleu,"JACK'S FARM Chicken Nuggets XXL, 1 kg",619806,0.6169999837875366
Jack´s Farm Schnitzelsortiment sort.,"JACK´S FARM Schnitzelsortiment verschiedene Sorten, 500 g 9,58/kg",319195,0.7319999933242798
Jack´s Farm Schnitzelsortiment sort.,JACK'S FARM Wiener Kalbsschnitzel 360 g,191458,0.6740000247955322
Jack´s Farm Schnitzelsortiment sort.,JACK'S FARM Mini Knusp. Schnitzel/ Mini Cordon Bleu 400 g,191580,0.6700000166893005
Jack´s Farm Schnitzelsortiment sort.,JACK'S FARM Hähnchen Mini Schnitzel 500 g,191660,0.6669999957084656
Jack´s Farm Schnitzelsortiment sort.,"JACK'S FARM Brathähnchen aus Deutschland, 1200 g",191391,0.6050000190734863
Jack´s Farm Wiener Kalbsschnitzel,JACK'S FARM Wiener Kalbsschnitzel 360 g,191458,0.9020000100135803
Jack´s Farm Wiener Kalbsschnitzel,JACK'S FARM Hähnchen Mini Schnitzel 500 g,191660,0.7229999899864197
Jack´s Farm Wiener Kalbsschnitzel,"JACK'S FARM Brathähnchen aus Deutschland, 1200 g",191391,0.6800000071525574
Jack´s Farm Wiener Kalbsschnitzel,JACK'S FARM Hähnchen Knusper Dinos 400 g,484438,0.6499999761581421
Jack´s Farm Wiener Kalbsschnitzel,JACK'S FARM Hähnchen Cordon Bleu 500 g,191489,0.6290000081062317
Jack´s Farm Beef Burger sort.,JACK'S FARM Beef Burger 500 g,601807,0.8450000286102295
Jack´s Farm Beef Burger sort.,"JACK'S FARM Crunchy Chicken Burger, 400 g",634804,0.6850000023841858
Jack´s Farm Beef Burger sort.,JACK'S FARM Wiener Kalbsschnitzel 360 g,191458,0.671999990940094
Jack´s Farm Beef Burger sort.,"JACK'S FARM Chicken Nuggets XXL, 1 kg",619806,0.6660000085830688
Jack´s Farm Beef Burger sort.,"JACK'S FARM Brathähnchen aus Deutschland, 1200 g",191391,0.6309999823570251
Jack's Farm Chicken Nuggets,"JACK'S FARM Chicken Nuggets XXL, 1 kg",619806,0.8330000042915344
Jack's Farm Chicken Nuggets,JACK´S FARM Crispy Chicken Nuggets 500 g,191661,0.796999990940094
